"file_title","course_name","filename","filesize","file_path"
"CLASES UAX - TEMA 9. METABOLISMO DE AMINOÁCIDOS","Bioquímica II","TEMA 8 METABOLISMO DE LOS AMINOÁCIDOS.pdf","24212231","68/58/6858093b88a480c09ba4b2b9b2b8685db5fe98da"
"CLASES UAX - TEMAS 4. RUTA DE LAS PENTOSAS FOSFATO","Bioquímica II","TEMA 5 Ciclo de las Pentosas Fosfato.pdf","9618837","f8/4b/f84b68622462c35a85dbd428c82f10281d471c6a"
"CLASES UAX - TEMAS 5.  DESCAROXILACIÓN OXIDATIVA DEL PIRUVATO Y CICLO DE KREBS","Bioquímica II","TEMA 2 actualizado CAT 2020-2021.pdf","17562498","63/88/63880f665911150db306fe1260780a91e61c591e"
"CLASES UAX - TEMAS 6. SISTEMA DE FOSFORILACIÓN OXIDATIVA","Bioquímica II","TEMA 6 Fosforilación Oxidativa[Compatibility Mode].pdf","18366643","99/90/99906f601e643578b8e9f215193790ead30a4e21"
"CLASES UAX .- TEMA 11. INTEGRACIÓN DEL METABOLISMO","Bioquímica II","TEMA 10 INTEGRACIÓN METABOLISMO RESUMEN[Compatibility Mode] (1).pdf","26566550","d1/be/d1bea6837d896ce8a8d3ca5a582406ef2d0d203b"
"DEGRADACIÓN CUERPOS CETÓNICOS","Bioquímica II","DEGRADACION CUERPOS CETÓNICOS.jpg","97514","c8/38/c8384f4a4e07875d99641e1e9e765beea71e17e0"
"DESTINOS DEL PIRUVATO","Bioquímica II","DESTINOS DEL PIRUVATO.jpg","249393","01/ed/01edd95d35852ac9da1e5dc2c1edbacd6eddef42"
"ESQUEMA CICLO D ELA UREA","Bioquímica II","ESQUEMA CICLO DE LA UREA.pdf","645434","9e/53/9e5379cd73a981c8d59802af0be5b035f8a1ad48"
"ESQUEMA CICLO KREBS","Bioquímica II","1.jpg","11241008","f0/36/f03635b95ea9e73ab7551e3ef06409d5406f94e6"
"ESQUEMA CICLO KREBS","Bioquímica II","2.jpg","11211232","22/4c/224cd209201be2155dff0ecee80152f2c1854134"
"ESQUEMA CICLO KREBS","Bioquímica II","3.jpg","10546898","c5/ed/c5eddefe3cdd1661fd4b2628afbaf2e2eda74697"
"ESQUEMA GLUCONEOGENESIS","Bioquímica II","esquema gluconeogenesis.jpg","125229","6e/cc/6ecca08fa4287df12a505a465e7fd0d9faf0c8ee"
"ESQUEMA INTEGRACIÓN METABOLISMO","Bioquímica II","ESQUEMA INTEGRACIÓN RUTAS METABÓLICAS.pdf","2060350","2d/7d/2d7d9ced11d43da937865e49d96d8f75cc88c693"
"ESQUEMA METABOLISMO DE AMINOÁCIDOS","Bioquímica II","ESQUEMA METABOLISMO DE AMINOÁCIDOS.pdf","288716","88/35/88355801505aaf4ca342eb80f7366dc95c9beae4"
"ESQUEMA REGULACIÓN GLUCÓGENO","Bioquímica II","METABOLISMO GLIUGÓGENO.jpg","180412","1a/ea/1aea408cfe2cd071c508d890101e51afe6f320af"
"ESQUEMA TEMA 6","Bioquímica II","RESUMEN OXPHOS ESQUEMA.pdf","364359","21/b6/21b66666cf59eed28b3fa167a85efc16c23c72b3"
"ESQUEMAS 1","Bioquímica II","RESUMEN GLOBAL METABOLISMO BIR.pdf","7544342","f6/23/f62394cae5ddac44a8ca0b6e9bee73308cf9f7eb"
"ESQUEMAS 2","Bioquímica II","RESUMEN GLOBAL METABOLISMO BIR 2.pdf","7882787","55/92/5592cc31ecd061665fb7f2bd395080fb74ac24d5"
"EXAMEN 2018-2019","Bioquímica II","PREGUNTAS TEST BQ2 MED 2018-2019 SILVIA.pdf","1009354","41/5d/415d04ae5e170a0c8fb8fb8c6dde6e66ac7c602e"
"EXAMEN 2020","Bioquímica II","Examenes 2020 bioquimica 2 medicina.pdf","5331623","36/c6/36c6f0ec31f2f28002afe47a3adbe392af83c689"
"GALACTOSEMIA I","Bioquímica II","1.jpg","3806694","d3/6a/d36a471401f663855a2c1e0c60901132d21f28ff"
"GALACTOSEMIA II","Bioquímica II","2.jpg","4958074","8c/ba/8cba8897bdf206a9e9d87c7e336d09ab010d1efb"
"GLUT","Bioquímica II","Transportadores-de-glucosa.gif","17155","02/f5/02f586aba6137194b420b00480d71a0dcdba0be1"
"GLUTATION ESTRUCTURA","Bioquímica II","glutation.jpg","78158","d3/bd/d3bdd3d1bec3dd00f9558aa5e87c8a077e6f6b5f"
"KAHOOT 2020-2021","Bioquímica II","PARCIAL BQ2 MED-KAHOOT 2020-2021.pdf","1615630","fb/46/fb46b269a2c5df36f001b1a9745f40e1ce46a283"
"METABOLISMO GLUTATION","Bioquímica II","metabolismo glutation.jpg","146580","a8/4f/a84f657865542c820229486fc8c7409299dcbc3e"
"PREGUNTA LARGA TIPO TEST","Bioquímica II","Imagen1.jpg","86120","34/2f/342f49de896b14263273210008a608e560297697"
"PREGUNTAS DESAROLLO","Bioquímica II","PREGUNTAS DESAROLLO BIOQUIMICA II.pdf","379227","08/42/08426a28b5fb5f6a4b09ce3989595e0898aeeb8c"
"PRESENTACIONES RESUMEN SEÑALIZACION CELULAR","Bioquímica II","PRESENTACIONES SEÑALIZACION CELULAR.pdf","2074067","0b/03/0b03a4dfaf28f30b266e02d760ab7851aba01f03"
"PROBLEMA 1","Bioquímica II","Imagen1.png","57181","b8/f5/b8f5c270a896525d30fbcf85cc0a583200dab6c5"
"PROBLEMA 1","Bioquímica II","Imagen1.png","164232","ff/66/ff66800da3404bb1c2b62c09cbe58e1012ce7301"
"REGULACION ","Bioquímica II","regulación ACC.jpg","140597","45/7d/457d77ee60661a59f472f1fc6eaaadd4b19e4e35"
"REGULACIÓN KREBS","Bioquímica II","2.jpg","11211232","22/4c/224cd209201be2155dff0ecee80152f2c1854134"
"RESUMEN 1 TEMA 9","Bioquímica II","R-T31-degradaAA-11.pdf","2026092","74/72/7472ece0e15750c4b57b6886edfaac1b2aabab44"
"RESUMEN 1 TEMAS 1","Bioquímica II","R-T18-glucolisis-11.pdf","923963","41/a4/41a49871eb789b82c21cb7ce15ed11c9ede48ad4"
"RESUMEN 2 TEMA 1","Bioquímica II","R-T19-piruvato-11.pdf","806331","a4/61/a46168d1191e9fe1ac806eef289f951822a008bc"
"RESUMEN 2 TEMA 9","Bioquímica II","R-T32-sintesisAA-11.pdf","1111792","a0/c7/a0c72413c4a5d86c1f8a9efb0aa2e17fbdd99d77"
"RESUMEN 3 TEM A9","Bioquímica II","R-T29-Rgenerales-11.pdf","232574","75/fd/75fd7ea05a7445fc3bbd3f666b6323c41ae78c53"
"RESUMEN CATABOLISMO LIPIDOS","Bioquímica II","T18-Lipolisis-pagina.pdf","2485348","4d/bb/4dbb1a68d0ad00215c1d34c4c8e6b8c6720f8a5e"
"RESUMEN CICLO DE LA UREA","Bioquímica II","R-T30-ciclourea-11.pdf","239783","a3/a1/a3a11d74f79ff3ec318f898d54b89a85a3474298"
"RESUMEN DIAPOSITIVAS SEÑALIZACION","Bioquímica II","Presentación señalizacion celular resumen.pptx","2979335","4a/dd/4addd9812f9e85a94ef7e11d543a367d77445640"
"RESUMEN DIAPOSITIVAS SEÑALIZACION","Bioquímica II","Presentación señalizacion celular resumen.pptx","2899388","98/e7/98e795b816a3798dc3ec3c2013a518552d9d9be0"
"RESUMEN INTEGRACIÓN","Bioquímica II","R-T33-interrelaciones-11.pdf","482847","ea/ca/eacab382c92d956fb98b7b211dbfda448ae5b33a"
"RESUMEN KREBS","Bioquímica II","3.jpg","10546898","c5/ed/c5eddefe3cdd1661fd4b2628afbaf2e2eda74697"
"RESUMEN TEMA 2","Bioquímica II","R-T21-gluconeogenesis-11.pdf","1245452","99/42/9942b8ef56841c922acda991ddc5707c086f1bf9"
"RESUMEN TEMA 3","Bioquímica II","R-T23-glucogeno-11.pdf","3098224","a9/26/a926c8167ae4588bd37d7088b06ed4ca69d02fc6"
"RESUMEN TEMA 4","Bioquímica II","R-T22-pentosas-11.pdf","1051828","33/93/3393de9e316528fb0bba83ff75a9785db67b7f7a"
"RESUMEN TEMA 5","Bioquímica II","R-T20-ciclokrebs-11.pdf","721572","f3/9f/f39fe725427dd18add50ed35373b6abb10247ebd"
"RESUMEN TEMA 6","Bioquímica II","Sistema de fosforilación oxidativa.pdf","812259","c5/a4/c5a4eaf8c58031d4a1654a310bccb0dc2121468b"
"SINTESIS CUERPOS CETÓNICOS","Bioquímica II","SINTESIS CUERPOS CETÓNICOS.png.crdownload","79049","56/bc/56bc51b8855efa9abe74ba5124dc96868226d777"
"SOLUCIÓN METABOLISMO AA","Bioquímica II","SOLUCIONES METABOLISMO AA.pdf","89297","c1/42/c1423b2b9ac728e7e62228acea67cce68418cc7b"
"SOLUCIÓN METABOLISMO LÍPIDOS","Bioquímica II","SOLUCIONES METABOLISMO LÍPIDOS.pdf","104989","90/37/9037da981f492de63e9595dfc530083183f68d04"
"SOLUCIONES CICLO DE KREBS","Bioquímica II","SOLUCIONES CICLO KREBS.pdf","97876","b4/52/b452c1f9c55c49bb45cc53b9b8e1af880586dbb6"
"SOLUCIONES CICLO DE KREBS","Bioquímica II","SOLUCIONES CICLO KREBS.pdf","97876","38/33/3833ee6aee3fed8058daa76ae5e1e803c6c8727d"
"SOLUCIONES FOSFORILACIÓN OXIDATIVA","Bioquímica II","SOLUCIONES FOSFORILACIÓN OXIDATIVA.pdf","91304","c0/59/c059d2ee78ee2712b97644e729603ef0eaa614c0"
"SOLUCIONES GLUCOLISIS","Bioquímica II","SOLUCIONES GLUCOLISIS.pdf","103925","9d/ef/9def6ec09b86d61d776193e03dfffb5eb1340858"
"SOLUCIONES GLUCONEOGÉNESIS","Bioquímica II","SOLUCIONES GLUCONEOGÉNESIS.pdf","96240","89/80/8980eb69736cf84fcaa9d2ff68c282e4149eb5e8"
"SOLUCIONES GLUCONEOGÉNESIS","Bioquímica II","SOLUCIONES GLUCONEOGÉNESIS.pdf","96240","17/8a/178adb22fc5d8c29a43acee84105a2409828380f"
"SOLUCIONES PENTOSAS FOSFATO","Bioquímica II","SOLUCIONES PENTOSAS FOFATO.pdf","97318","c8/50/c850529d1e93fc6859008b4353c0970848d0c791"
"SOLUCIONES SEMINARIOS","Bioquímica II","SOLUCIONES SEMINARIOS.pdf","96254","bf/7b/bf7b6136a3e098bd61914e79de48e88740c53bc1"
"SOLUCIONES SEMINARIOS","Bioquímica II","SOLUCIONES SEMINARIOS.pdf","96254","db/ad/dbadaeae38aaeeb6db7647b0c01dab00a3e5d886"
"SOLUCIONES TEST GLUCÓGENO","Bioquímica II","SOLUCIONES GLUCÓGENO.pdf","92711","dd/8c/dd8c570939d3c5391034ba818530b8edd119c1b1"
"SOLUCIONES TEST GLUCOLISIS","Bioquímica II","SOLUCIONES GLUCOLISIS.pdf","209985","4d/54/4d54fe756019de2d078719c4f0724a5eb45d6d2a"
"TEST TEMARIO GLOBAL","Bioquímica II","Preguntas test bq II global.pdf","4198778","7f/00/7f003fb5a5fed2425e450dba905d86f7cdd9979a"
"TEST TEMARIO GLOBAL 2","Bioquímica II","Test 2 bq 2 med.pdf","2240721","05/d3/05d3b93f4c1eeab273e9f086517b80ed3bdc1ecc"
"TRANSPORTE CARNITINA","Bioquímica II","CARNITINA.jpg","76577","c3/f3/c3f322d93481d7e148888ad7920d4df36e7316b5"
"01 test hidratos","Bioquímica Medicina","01 test hidratos.pdf","2448360","b1/87/b1872ef55d07327a9d6a81ff9da51368e96ab87c"
"04 test enzimas ALUMNOS","Bioquímica Medicina","04 test enzimas ALUMNOS.pdf","2096274","f4/3a/f43a667b09aaae3e23fd483d7be318059b214ff5"
"05 TEST PROTEINAS Y ACIDOS NUCLEICOS","Bioquímica Medicina","05 TEST PROTEINAS Y ACIDOS NUCLEICOS.pdf","1533179","22/5d/225d5bd70ce640c1207eadcb11fa5c06d57f7bd1"
"05 TEST PROTEINAS Y ACIDOS NUCLEICOS","Bioquímica Medicina","05 TEST PROTEINAS Y ACIDOS NUCLEICOS.pdf","1533179","22/5d/225d5bd70ce640c1207eadcb11fa5c06d57f7bd1"
"2P medicina 2022 alumnos","Bioquímica Medicina","2P medicina 2022 alumnos.pdf","1515558","92/d3/92d3c848f5d9f4a802849ff39ef30327eebe57d7"
"BASES DE LA BIOQUIMICA","Bioquímica Medicina","01 BASES DE LA BIOQUIMICA.pdf","314574","f2/83/f2831bea084068c82c16c680b455ebd68ed6415d"
"BASES DE LA BIOQUIMICA (copia)","Bioquímica Medicina","01 BASES DE LA BIOQUIMICA.pdf","314574","f2/83/f2831bea084068c82c16c680b455ebd68ed6415d"
"CONTROL HIDRATOS","Bioquímica Medicina","control temas 1 y 2 ALUMNOS.pdf","2028029","3d/40/3d40edc2bea53560fef4ec7cf8935ca042e38ef4"
"DESCRIPTIVA DE LÍPIDOS","Bioquímica Medicina","DESCRIPTIVA DE LIPIDOS.pdf","419170","a5/7e/a57e9ab29b2176c097d6c7d98fe8c39554dcafe2"
"DESCRIPTIVA GLÚCIDOS","Bioquímica Medicina","DESCRIPTIVA HIDRATOS.pdf","843898","fe/20/fe205f0323d3392b73bae0de47c3111ce7cd769b"
"DETERMINACIÓN DEL PUNTO ISOELÉCTRICO","Bioquímica Medicina","DETERMINACION PUNTO ISOLECTRICO.pdf","240943","40/ad/40ad824b7290a5301a097d430c68a7229b3ec4c1"
"ESQUEMA DE GLÚCIDOS","Bioquímica Medicina","02 ESQUEMA GLUCIDOS.pdf","220770","48/29/482970d343b5584e502a2e29c06e758cace133d1"
"EXAMEN ENERO 2021 ","Bioquímica Medicina","EXAMEN ENERO 2021 MEDICINA ALUMNOS.pdf","2235841","df/b9/dfb92a79c39120a7387fb9c5f17bf8efc4743e45"
"FORMULARIO INHIBICIÓN ENZIMÁTICA","Bioquímica Medicina","11 FORMULARIO INHIBICIÓN ENZIMÁTICA.pdf","307815","09/8b/098b3babf950fef6b2be76c41c4552caba2648ca"
"INTERACCIONES AMINOACIDOS","Bioquímica Medicina","03 INTERACCIONES PROTEINAS.pdf","282319","bb/88/bb88cc23633d5908e36239dd5242f0690a9a26db"
"MIX 2021","Bioquímica Medicina","01 2021 MIX MEDICINA ALUMNOS.pdf","3054794","63/83/638330d7e998ba36b1dcadae3df57e419fd24915"
"PATOLOGIAS","Bioquímica Medicina","PATOLOGIAS.pdf","1095717","5b/9d/5b9d66a06bf1ac2dc5dbe0ccf95c94d251dd14dd"
"PROBLEMAS","Bioquímica Medicina","PROBLEMAS.pdf","1998896","aa/9c/aa9ca55f59b04e9e0a3500c78427cd6c15810a98"
"PROBLEMAS GLÚCIDOS","Bioquímica Medicina","02 PROBLEMAS GLUCIDOS.pdf","412193","6f/6a/6f6a50ca225c29cead22f7308cbeea83ee73067d"
"problemas hidratos","Bioquímica Medicina","problemas hidratos.pdf","558147","66/9a/669a950208df9b810c07df9d8593a14bec9c052d"
"PROBLEMAS PROTEINAS","Bioquímica Medicina","03 PROBLEMAS PROTEINAS.pdf","378106","ac/a3/aca39e75542679a4279e07c2a7b0fcfc86561714"
"seminario ac nucleicos alumnos","Bioquímica Medicina","seminario ac nucleicos alumnos.pdf","369932","2b/6f/2b6f33a28fce1a018df982eca1c6575ffb6f4649"
"SEMINARIO ÁCIDOS NUCLÉICOS","Bioquímica Medicina","04 SEMINARIO ÁCIDOS NUCLÉICOS.pdf","1599181","fe/e4/fee4f4706ac99c4f0374ad9bd78f1fc7a3ab2cf4"
"SEMINARIO ENZIMOLOGÍA. MUTACIONES","Bioquímica Medicina","11 SEMINARIO ENZIMOLOGIA. MUTACIONES.pdf","253213","c2/4b/c24b1c6046cc2bd3d97b7d8db03cb894b91b2b64"
"SEMINARIO INHIBICIÓN ENZIMÁTICA","Bioquímica Medicina","11 SEMINARIO ENZIMOLOGÍA. INHIBICIÓN.pdf","378787","9d/6d/9d6d126adb34ff3af7fb1775e2c112d78651a4a5"
"SIMULACRO ENZIMOLOGÍA Y TERMODINÁMICA","Bioquímica Medicina","11 SIMULACRO ENZIMOLOGÍA Y TERMODINÁMICA.pdf","832626","6f/8d/6f8dd7568cc5995b7814e84e7d6b19380103a8de"
"TABLA DE AMINOÁCIDOS","Bioquímica Medicina","aminoacidos.pdf","186392","d8/a5/d8a5ef41c2f54918d6f48f10869275de09387839"
"test  lípidos 1","Bioquímica Medicina","03 test lipidos 1.pdf","791123","f8/32/f8328e3a68ee579309a721dab106353604965a66"
"test 04 lipidos","Bioquímica Medicina","test 04 lipidos.pdf","1422692","c9/6d/c96d4e99f46e64931b134535cf29347c61e66826"
"TEST 1 HIDRATOS DE CARBONO","Bioquímica Medicina","02 TEST 1 HIDRATOS DE CARBONO.pdf","2459310","3b/c7/3bc739048b87f8c504e255fefa7d4f8fa9970edc"
"TEST 1 PRIMER PARCIAL","Bioquímica Medicina","TEST 1 PRIMER PARCIAL","2589414","5c/97/5c97cbc61821ca882aaf815aa06e95c227b417f4"
"TEST 2 PRIMER PARCIAL","Bioquímica Medicina","1p 01.pdf","825780","34/c2/34c204d9a6b39d05f31b82c8ad5c02006a655234"
"TEST 2021","Bioquímica Medicina","TEST 2021","3075752","ef/44/ef446515c41fc2225c7b77828e3466181bc2b871"
"test 218","Bioquímica Medicina","test 2018 medicina alumnos.pdf","1634512","f0/3d/f03db4e8212909a23e044dc04c8c11c0ee915998"
"test 2p 01","Bioquímica Medicina","test 2p 001.pdf","1259801","6f/8f/6f8ffecb1278c59c86e3a8f733c1d5f62d138d2c"
"test 2p 02","Bioquímica Medicina","test 2p 002.pdf","679667","b0/e7/b0e71db767c57ba785b978f84cacbfa6136fab1c"
"test 2p 03","Bioquímica Medicina","test 2p 003.pdf","892896","da/ec/daecf761673fc4ac3db6bfd6ddb4d220d7369fd1"
"test 2p 04","Bioquímica Medicina","test 2p 004.pdf","679667","c9/5e/c95ec2216ed30ac40300b9f2dfed89205d46fe53"
"TEST 3 PRIMER PARCIAL","Bioquímica Medicina","1p 02.pdf","758041","03/47/0347bdbeca520b8222d36013831af063961f6fc3"
"TEST ACIDOS NUCLEICOS Y PROTEINAS","Bioquímica Medicina","05 test ac nucleicos y proteinas alumnos.pdf","1805225","7d/81/7d8107424e26722e9d00cdddd7d9ed7bebf950bd"
"TEST ACIDOS NUCLEICOS Y PROTEINAS (copia)","Bioquímica Medicina","05 test ac nucleicos y proteinas alumnos.pdf","1805225","7d/81/7d8107424e26722e9d00cdddd7d9ed7bebf950bd"
"TEST ENZIMAS","Bioquímica Medicina","04 test enzimas.pdf","2118680","e3/b2/e3b29f8c002bce5ccd5e00be12603e240a179b9b"
"TEST FINAL 1P","Bioquímica Medicina","TEST FINAL 1P.pdf","2624464","a5/8d/a58da2d71d695c28d1b20b8aad512da70821f424"
"test lípidos 3","Bioquímica Medicina","03 test lipidos 3.pdf","745845","a6/06/a6061832416697da9ee921c3affc6e4413b1b668"
"test repaso 1","Bioquímica Medicina","test repaso.pdf","2888388","75/e1/75e163ec44bab34571fd990bab3c523067c60120"
"test repaso 2","Bioquímica Medicina","TEST FINAL 1P.pdf","2624464","a5/8d/a58da2d71d695c28d1b20b8aad512da70821f424"
"test termo med ALUMNOS","Bioquímica Medicina","test termo med ALUMNOS.pdf","389360","da/8e/da8e6a3499692c2288ba0a6669ce496d53522686"
"01 test hidratos","Bioquímica Odontología","01 test hidratos.pdf","2448360","b1/87/b1872ef55d07327a9d6a81ff9da51368e96ab87c"
"05 TEST PROTEINAS Y ACIDOS NUCLEICOS","Bioquímica Odontología","05 TEST PROTEINAS Y ACIDOS NUCLEICOS.pdf","1533179","22/5d/225d5bd70ce640c1207eadcb11fa5c06d57f7bd1"
"10 2p 01","Bioquímica Odontología","10 2p 01.pdf","914552","fb/bc/fbbc3e6f7f763aed4f43ae6e7309e091e1e3b028"
"10 2p 01","Bioquímica Odontología","10 2p 01.pdf","1120056","00/ea/00ea9f4236436a6fa35533a8dd3f5721ff9a4adb"
"1P","Bioquímica Odontología","01 2021 MIX MEDICINA ALUMNOS.pdf","3054794","63/83/638330d7e998ba36b1dcadae3df57e419fd24915"
"200 02 2021 2P ODONTO ALUMNOS","Bioquímica Odontología","200 02 2021 2P ODONTO ALUMNOS.pdf","2090145","37/b4/37b49c7f5bcfa8ad8b1e18188cabe6a398b4706c"
"2P","Bioquímica Odontología","02 2021 2P ODONTO ALUMNOS.pdf","2090182","e4/ef/e4ef0fe58d4a565989a407083259a6119ef9db21"
"BASES DE LA BIOQUIMICA","Bioquímica Odontología","01 BASES DE LA BIOQUIMICA.pdf","314574","f2/83/f2831bea084068c82c16c680b455ebd68ed6415d"
"BASES DE LA BIOQUIMICA (copia)","Bioquímica Odontología","01 BASES DE LA BIOQUIMICA.pdf","314574","f2/83/f2831bea084068c82c16c680b455ebd68ed6415d"
"BASES DE LA BIOQUIMICA (copia)","Bioquímica Odontología","01 BASES DE LA BIOQUIMICA.pdf","314574","f2/83/f2831bea084068c82c16c680b455ebd68ed6415d"
"control metabolismo 2021 alumnos","Bioquímica Odontología","control metabolismo 2021 alumnos.pdf","1594823","80/cf/80cf71d4f132e3029094ab65554adf16cee4e33e"
"control metabolismo 2021 alumnos","Bioquímica Odontología","control metabolismo 2021 alumnos.pdf","1595918","5b/0c/5b0c6bba918e08380bc7f7ae2463c426da6a3323"
"DESCRIPTIVA DE LÍPIDOS","Bioquímica Odontología","DESCRIPTIVA DE LIPIDOS.pdf","419170","a5/7e/a57e9ab29b2176c097d6c7d98fe8c39554dcafe2"
"DESCRIPTIVA GLÚCIDOS","Bioquímica Odontología","DESCRIPTIVA HIDRATOS.pdf","843898","fe/20/fe205f0323d3392b73bae0de47c3111ce7cd769b"
"DETERMINACIÓN DEL PUNTO ISOELÉCTRICO","Bioquímica Odontología","DETERMINACION PUNTO ISOLECTRICO.pdf","240943","40/ad/40ad824b7290a5301a097d430c68a7229b3ec4c1"
"enzimas 2022 problemas 2","Bioquímica Odontología","enzimas 2022 problemas 2.pdf","365572","15/d0/15d08842b415ef88ffb7ca7683c5b033a8c21e44"
"ESQUEMA DE GLÚCIDOS","Bioquímica Odontología","02 ESQUEMA GLUCIDOS.pdf","220770","48/29/482970d343b5584e502a2e29c06e758cace133d1"
"ESQUEMA METABOLISMO","Bioquímica Odontología","ESQUEMA METABOLISMO.pdf","6347206","d8/b8/d8b8b87a2801f41cc76082cf5153bfc8d63d8820"
"FORMULARIO INHIBICIÓN ENZIMÁTICA","Bioquímica Odontología","11 FORMULARIO INHIBICIÓN ENZIMÁTICA.pdf","307815","09/8b/098b3babf950fef6b2be76c41c4552caba2648ca"
"INTERACCIONES AMINOACIDOS","Bioquímica Odontología","03 INTERACCIONES PROTEINAS.pdf","282319","bb/88/bb88cc23633d5908e36239dd5242f0690a9a26db"
"PROBLEMAS GLÚCIDOS","Bioquímica Odontología","02 PROBLEMAS GLUCIDOS.pdf","412193","6f/6a/6f6a50ca225c29cead22f7308cbeea83ee73067d"
"PROBLEMAS HIDRATOS CARBONO","Bioquímica Odontología","PROBLEMAS HIDRATOS CARBONO.pdf","564718","80/58/80580c0fdda0d747fbc4f821abb69d33d36f69df"
"PROBLEMAS LIPIDOS","Bioquímica Odontología","PROBLEMAS LIPIDOS.pdf","321548","9c/47/9c47375c3f6a60701855f1dc632b7c81a140c2da"
"PROBLEMAS PROTEINAS","Bioquímica Odontología","03 PROBLEMAS PROTEINAS.pdf","378106","ac/a3/aca39e75542679a4279e07c2a7b0fcfc86561714"
"REPASO RENDIMIENTOS METABOLICOS ALUMNOS","Bioquímica Odontología","REPASO RENDIMIENTOS METABOLICOS ALUMNOS.pdf","747153","18/b5/18b52658cf0f09198a3d648d0dbb9ccc88fe049e"
"seminario ac nucleicos alumnos","Bioquímica Odontología","seminario ac nucleicos alumnos.pdf","369932","2b/6f/2b6f33a28fce1a018df982eca1c6575ffb6f4649"
"SEMINARIO ÁCIDOS NUCLÉICOS","Bioquímica Odontología","04 SEMINARIO ÁCIDOS NUCLÉICOS.pdf","1599181","fe/e4/fee4f4706ac99c4f0374ad9bd78f1fc7a3ab2cf4"
"SEMINARIO ENZIMOLOGÍA. MUTACIONES","Bioquímica Odontología","11 SEMINARIO ENZIMOLOGIA. MUTACIONES.pdf","253213","c2/4b/c24b1c6046cc2bd3d97b7d8db03cb894b91b2b64"
"SEMINARIO INHIBICION ENZIMATICA","Bioquímica Odontología","10 SEMINARIO ENZIMOLOGIA. INHIBICION.pdf","368002","01/4c/014cbee86867018e4e5dba1dd08d025240d84548"
"SEMINARIO INHIBICIÓN ENZIMÁTICA","Bioquímica Odontología","11 SEMINARIO ENZIMOLOGÍA. INHIBICIÓN.pdf","378787","9d/6d/9d6d126adb34ff3af7fb1775e2c112d78651a4a5"
"SEMINARIO MUTACIONES","Bioquímica Odontología","10 SEMINARIO ENZIMOLOGIA. MUTACIONES.pdf","247468","78/b9/78b95e929a7a40bdcbc2f9f31a65635ca656433c"
"SEMINARIO TERMO 2022","Bioquímica Odontología","SEMINARIO TERMO 2022.pdf","602067","48/5a/485af372daf9c5dd7d98ced1f2f006148f7b08b7"
"SIMULACRO ENZIMOLOGÍA Y TERMODINÁMICA","Bioquímica Odontología","11 SIMULACRO ENZIMOLOGÍA Y TERMODINÁMICA.pdf","832626","6f/8d/6f8dd7568cc5995b7814e84e7d6b19380103a8de"
"TABLA DE AMINOÁCIDOS","Bioquímica Odontología","aminoacidos.pdf","186392","d8/a5/d8a5ef41c2f54918d6f48f10869275de09387839"
"test  lípidos 1","Bioquímica Odontología","03 test lipidos 1.pdf","791123","f8/32/f8328e3a68ee579309a721dab106353604965a66"
"test 01 lipidos","Bioquímica Odontología","test 01 lipidos.pdf","803656","cb/f0/cbf05ccaf97a676aff9944712c8548b7bab4a034"
"test 04 lipidos","Bioquímica Odontología","test 04 lipidos.pdf","1422692","87/58/87585259d59cb25f778a53fe6cd2dfc819fe5c9b"
"TEST 1 HIDRATOS DE CARBONO","Bioquímica Odontología","02 TEST 1 HIDRATOS DE CARBONO.pdf","2459310","3b/c7/3bc739048b87f8c504e255fefa7d4f8fa9970edc"
"TEST 1 PRIMER PARCIAL","Bioquímica Odontología","TEST 1 PRIMER PARCIAL","2589414","5c/97/5c97cbc61821ca882aaf815aa06e95c227b417f4"
"TEST 2 PRIMER PARCIAL","Bioquímica Odontología","1p 01.pdf","825780","34/c2/34c204d9a6b39d05f31b82c8ad5c02006a655234"
"TEST 2019 1P","Bioquímica Odontología","200 01 2019 1P ODONTO alumnos.pdf","2421793","a8/00/a800773728a8bce82bb1108f8590ee068017fb98"
"TEST 2021 1P","Bioquímica Odontología","01 2021 1P ODONTO ALUMNOS.pdf","2264588","e2/62/e262af80f8c667d6b8c51eaaa75c4cdc9102675f"
"TEST 2021 1P ","Bioquímica Odontología","01 2021 1P ODONTO ALUMNOS.pdf","2264588","e2/62/e262af80f8c667d6b8c51eaaa75c4cdc9102675f"
"TEST 2021 2P","Bioquímica Odontología","02 2021 2P ODONTO ALUMNOS.pdf","1957255","8a/e2/8ae29334d1ab641933b7d4b8495fdfe5daea6c47"
"TEST 2021 MEZCLA","Bioquímica Odontología","01 2021 MEZCLA.pdf","3075752","ef/44/ef446515c41fc2225c7b77828e3466181bc2b871"
"TEST 2022 1P ","Bioquímica Odontología","EXAMEN ENERO 2021 1P MEDICINA Y ODONTO ALUMNOS.pdf","659151","be/b6/beb6f563e1f4445e25c30c08af451c4a5b5564d0"
"test 2p 01","Bioquímica Odontología","test 2p 001.pdf","1259801","6f/8f/6f8ffecb1278c59c86e3a8f733c1d5f62d138d2c"
"test 2p 02","Bioquímica Odontología","test 2p 002.pdf","679667","b0/e7/b0e71db767c57ba785b978f84cacbfa6136fab1c"
"test 2p 03","Bioquímica Odontología","test 2p 003.pdf","892896","da/ec/daecf761673fc4ac3db6bfd6ddb4d220d7369fd1"
